post_id,post_date,user_id,platform,content_type,category,followers,impressions,likes,comments,shares,engagement_rate,sentiment,year,month,month_name,year_month
138625,2022-12-06,3554,Facebook,Reel,Education,8290,11342,415,32,43,4.32,Negative,2022,12,December,2022-12
138626,2023-08-06,5376,Instagram,Reel,Education,59812,298475,6530,4569,1297,4.15,Neutral,2023,8,August,2023-08
138627,2023-04-19,1249,YouTube,Video,Entertainment,31949,37954,1228,210,28,3.86,Neutral,2023,4,April,2023-04
138628,2022-05-04,2559,Instagram,Video,Entertainment,10367,64986,1870,167,1279,5.1,Neutral,2022,5,May,2022-05
138629,2023-02-26,2067,Instagram,Image,Travel,32713,54294,1143,315,43,2.76,Neutral,2023,2,February,2023-02
138630,2023-09-24,3047,YouTube,Reel,Technology,86825,666445,52004,742,508,7.99,Neutral,2023,9,September,2023-09
138631,2024-03-06,3961,YouTube,Video,Travel,17283,120591,14171,2053,1063,14.34,Positive,2024,3,March,2024-03
138632,2023-12-15,5236,Instagram,Reel,Food,4415,7841,1039,108,30,15.01,Neutral,2023,12,December,2023-12
138633,2023-07-07,4625,Instagram,Story,Fashion,32096,113192,5982,4793,373,9.85,Positive,2023,7,July,2023-07
138634,2023-02-27,1935,Instagram,Reel,Travel,17448,182008,25149,5202,1655,17.58,Positive,2023,2,February,2023-02
138635,2024-05-02,2638,YouTube,Reel,Food,22793,33290,1139,344,490,5.93,Positive,2024,5,May,2024-05
138636,2024-05-12,4727,Facebook,Reel,Fashion,7659,21542,483,272,331,5.04,Positive,2024,5,May,2024-05
138637,2022-08-28,1299,YouTube,Story,Entertainment,13199,14588,559,33,29,4.26,Positive,2022,8,August,2022-08
138638,2023-05-16,2151,YouTube,Reel,Food,13449,100506,4822,848,449,6.09,Positive,2023,5,May,2023-05
138639,2024-06-14,1405,Twitter,Story,Entertainment,32513,34326,1213,156,154,4.44,Negative,2024,6,June,2024-06
138640,2023-03-13,3303,YouTube,Video,Education,27892,166054,13289,6644,312,12.19,Neutral,2023,3,March,2023-03
138641,2023-10-27,5419,Facebook,Reel,Technology,16581,54431,2697,3183,1421,13.41,Neutral,2023,10,October,2023-10
138642,2023-06-14,5304,Instagram,Video,Food,4359,21815,1180,440,68,7.74,Positive,2023,6,June,2023-06
138643,2022-09-24,5220,YouTube,Video,Entertainment,4368,24288,859,313,129,5.36,Positive,2022,9,September,2022-09
138644,2022-03-28,1529,Instagram,Video,Fashion,10178,64227,1722,238,238,3.42,Neutral,2022,3,March,2022-03
138645,2022-03-27,4656,Twitter,Story,Food,18236,7014,187,81,17,4.06,Negative,2022,3,March,2022-03
138646,2023-07-13,3894,Facebook,Reel,Technology,7656,5386,152,18,63,4.33,Positive,2023,7,July,2023-07
138647,2023-05-05,2698,Twitter,Image,Fashion,23781,11065,448,186,72,6.38,Positive,2023,5,May,2023-05
138648,2023-03-08,3654,Instagram,Story,Food,9737,49321,1174,83,52,2.65,Positive,2023,3,March,2023-03
138649,2023-06-03,1765,Facebook,Reel,Education,18121,174109,11461,33,526,6.9,Positive,2023,6,June,2023-06
138650,2024-01-04,3477,Twitter,Image,Travel,14019,17039,1185,166,25,8.08,Positive,2024,1,January,2024-01
138651,2022-04-08,3099,Instagram,Video,Education,8345,28402,1152,442,113,6.01,Negative,2022,4,April,2022-04
138652,2023-06-21,1306,Instagram,Video,Food,12972,31272,2368,344,1010,11.9,Positive,2023,6,June,2023-06
138653,2024-05-31,2822,Facebook,Image,Technology,9379,8089,218,62,8,3.56,Neutral,2024,5,May,2024-05
138654,2024-01-16,2438,Facebook,Reel,Entertainment,28814,24674,1450,563,386,9.72,Positive,2024,1,January,2024-01
138655,2024-02-13,5888,Instagram,Reel,Food,11442,14543,992,405,484,12.93,Neutral,2024,2,February,2024-02
138656,2022-02-09,5786,YouTube,Video,Travel,10124,79653,4519,188,624,6.69,Neutral,2022,2,February,2022-02
138657,2023-12-08,2240,Instagram,Story,Education,12220,15563,250,93,38,2.45,Positive,2023,12,December,2023-12
138658,2022-01-26,3441,YouTube,Reel,Food,6921,26427,1191,236,16,5.46,Neutral,2022,1,January,2022-01
138659,2023-03-05,2945,YouTube,Video,Entertainment,5508,8201,336,62,15,5.04,Positive,2023,3,March,2023-03
138660,2023-08-05,5552,Facebook,Reel,Travel,13313,45120,3595,664,100,9.66,Neutral,2023,8,August,2023-08
138661,2023-05-31,4749,Instagram,Reel,Technology,11839,9222,351,98,36,5.26,Positive,2023,5,May,2023-05
138662,2023-10-31,1931,Twitter,Video,Education,19198,50905,4610,449,495,10.91,Negative,2023,10,October,2023-10
138663,2022-09-28,2608,Facebook,Reel,Education,8290,56735,5842,752,839,13.1,Positive,2022,9,September,2022-09
138664,2023-05-05,2072,Instagram,Story,Food,18986,17451,416,59,76,3.16,Positive,2023,5,May,2023-05
138665,2024-05-04,1299,Twitter,Image,Travel,31106,13907,701,73,136,6.54,Positive,2024,5,May,2024-05
138666,2023-12-19,3941,Instagram,Reel,Travel,36973,214265,20680,1791,2849,11.82,Neutral,2023,12,December,2023-12
138667,2023-08-06,5713,Instagram,Image,Food,7684,9015,800,59,6,9.6,Neutral,2023,8,August,2023-08
138668,2023-02-18,3185,YouTube,Reel,Entertainment,3166,45025,1776,23,222,4.49,Positive,2023,2,February,2023-02
138669,2023-09-23,5574,Facebook,Video,Education,36183,132350,7024,1051,1463,7.21,Positive,2023,9,September,2023-09
138670,2022-04-08,4161,YouTube,Image,Education,21732,46004,1745,229,192,4.71,Negative,2022,4,April,2022-04
138671,2023-10-03,2207,Twitter,Image,Fashion,8885,32413,556,205,18,2.4,Positive,2023,10,October,2023-10
138672,2023-09-11,3685,Twitter,Image,Fashion,104088,113637,973,47,127,1.01,Negative,2023,9,September,2023-09
138673,2022-11-09,1449,Instagram,Video,Technology,63377,341704,12994,3845,3616,5.99,Positive,2022,11,November,2022-11
138674,2022-11-16,5938,Instagram,Reel,Fashion,25397,120698,7806,247,416,7.02,Positive,2022,11,November,2022-11
138675,2022-08-18,5260,Twitter,Image,Food,20044,42435,1321,29,23,3.24,Neutral,2022,8,August,2022-08
138676,2023-04-04,3876,Facebook,Video,Food,10084,35440,1296,62,280,4.62,Positive,2023,4,April,2023-04
138677,2023-10-01,1156,Instagram,Image,Travel,39456,49457,1425,556,174,4.36,Neutral,2023,10,October,2023-10
138678,2022-03-07,1234,Instagram,Story,Fashion,9706,17397,704,27,20,4.32,Positive,2022,3,March,2022-03
138679,2022-08-15,4951,YouTube,Image,Education,25903,65585,2593,486,806,5.92,Positive,2022,8,August,2022-08
138680,2022-09-04,2950,Facebook,Video,Entertainment,2318,10264,313,125,1,4.28,Positive,2022,9,September,2022-09
138681,2024-03-09,5637,Instagram,Video,Entertainment,6337,3838,130,37,41,5.42,Positive,2024,3,March,2024-03
138682,2023-09-28,4377,Instagram,Image,Education,1933,506,33,8,1,8.3,Neutral,2023,9,September,2023-09
138683,2022-11-29,3607,Instagram,Video,Technology,29507,138657,7730,419,479,6.22,Neutral,2022,11,November,2022-11
138684,2023-03-09,5057,Twitter,Story,Entertainment,38729,10362,195,184,89,4.52,Neutral,2023,3,March,2023-03
138685,2023-12-07,4724,Facebook,Video,Entertainment,13859,33364,2005,793,85,8.64,Positive,2023,12,December,2023-12
138686,2022-08-07,1870,Facebook,Reel,Education,7783,35629,1348,269,348,5.52,Positive,2022,8,August,2022-08
138687,2023-01-26,4124,Instagram,Image,Fashion,12873,5226,248,71,8,6.26,Negative,2023,1,January,2023-01
138688,2023-02-07,1438,Twitter,Story,Travel,9322,23068,577,77,209,3.74,Positive,2023,2,February,2023-02
138689,2023-02-22,4911,Facebook,Reel,Technology,57140,179219,17083,2486,285,11.08,Neutral,2023,2,February,2023-02
138690,2023-09-05,4238,Facebook,Reel,Education,8603,54594,1894,19,27,3.55,Neutral,2023,9,September,2023-09
138691,2023-02-08,4461,YouTube,Reel,Entertainment,32962,85999,4317,829,499,6.56,Positive,2023,2,February,2023-02
138692,2022-07-05,3602,Twitter,Reel,Technology,29027,51776,1933,2214,172,8.34,Neutral,2022,7,July,2022-07
138693,2023-05-23,5942,Instagram,Video,Food,29037,109167,4733,3107,629,7.76,Neutral,2023,5,May,2023-05
138694,2023-09-19,2169,Instagram,Video,Entertainment,18817,99815,8317,2282,405,11.02,Neutral,2023,9,September,2023-09
138695,2023-11-26,3912,Facebook,Reel,Food,8563,94554,1900,1469,487,4.08,Neutral,2023,11,November,2023-11
138696,2023-12-25,1552,Instagram,Story,Fashion,10463,7514,239,32,6,3.69,Positive,2023,12,December,2023-12
138697,2024-01-26,3646,Instagram,Video,Travel,12729,40846,755,303,5,2.6,Neutral,2024,1,January,2024-01
138698,2023-01-16,2911,Facebook,Story,Fashion,27628,50364,1630,490,605,5.41,Positive,2023,1,January,2023-01
138699,2023-02-27,5573,YouTube,Reel,Technology,26748,76299,4569,256,674,7.21,Positive,2023,2,February,2023-02
138700,2023-03-25,3599,Facebook,Image,Technology,18303,9998,154,208,128,4.9,Positive,2023,3,March,2023-03
138701,2024-01-03,5769,Twitter,Reel,Education,24498,19397,1699,122,197,10.4,Positive,2024,1,January,2024-01
138702,2022-02-10,2555,Instagram,Image,Technology,34584,101913,3356,159,362,3.8,Positive,2022,2,February,2022-02
138703,2023-09-24,1070,Facebook,Video,Education,17222,85551,4583,915,365,6.85,Positive,2023,9,September,2023-09
138704,2022-04-11,3033,YouTube,Image,Food,40823,165606,5398,403,434,3.76,Positive,2022,4,April,2022-04
138705,2023-10-03,3263,YouTube,Image,Education,19464,56687,1223,565,34,3.21,Neutral,2023,10,October,2023-10
138706,2022-05-17,5433,YouTube,Video,Education,7638,42445,2670,367,142,7.49,Positive,2022,5,May,2022-05
138707,2023-04-26,2511,YouTube,Video,Education,51548,276708,13253,2440,1861,6.34,Neutral,2023,4,April,2023-04
138708,2023-07-09,4208,YouTube,Reel,Technology,11715,87423,3638,704,1564,6.76,Positive,2023,7,July,2023-07
138709,2023-07-16,1618,Instagram,Reel,Entertainment,16965,32779,2697,476,642,11.64,Positive,2023,7,July,2023-07
138710,2022-06-14,1371,YouTube,Reel,Education,46294,450495,20043,1139,3260,5.43,Positive,2022,6,June,2022-06
138711,2022-08-08,3603,YouTube,Video,Fashion,6095,18325,902,119,16,5.66,Negative,2022,8,August,2022-08
138712,2023-03-24,1749,YouTube,Image,Food,31658,8487,270,178,65,6.04,Positive,2023,3,March,2023-03
138713,2023-11-05,4524,YouTube,Image,Entertainment,17542,56648,2375,854,22,5.74,Positive,2023,11,November,2023-11
138714,2023-03-03,2003,YouTube,Image,Entertainment,25947,104050,3028,880,191,3.94,Positive,2023,3,March,2023-03
138715,2022-01-15,4376,Facebook,Image,Education,32978,39962,1363,266,111,4.35,Neutral,2022,1,January,2022-01
138716,2023-05-28,4338,Instagram,Reel,Fashion,15480,113056,12294,433,1060,12.19,Positive,2023,5,May,2023-05
138717,2023-10-01,5762,Twitter,Reel,Technology,10792,10111,389,133,367,8.79,Neutral,2023,10,October,2023-10
138718,2023-11-05,4425,Instagram,Reel,Travel,10032,63258,4633,147,746,8.74,Neutral,2023,11,November,2023-11
138719,2023-05-10,5079,Facebook,Story,Technology,10198,5952,115,16,82,3.58,Positive,2023,5,May,2023-05
138720,2022-06-05,5381,Instagram,Video,Fashion,18226,8954,468,98,29,6.65,Neutral,2022,6,June,2022-06
138721,2022-07-16,1226,Twitter,Reel,Food,15886,30021,1640,228,199,6.89,Positive,2022,7,July,2022-07
138722,2022-10-24,2934,Facebook,Reel,Entertainment,19796,105477,5091,818,156,5.75,Positive,2022,10,October,2022-10
138723,2022-03-30,4947,Instagram,Reel,Entertainment,47983,552293,19248,11858,1347,5.88,Negative,2022,3,March,2022-03
138724,2023-08-27,2323,Instagram,Story,Entertainment,11539,18582,296,28,41,1.96,Neutral,2023,8,August,2023-08
138725,2022-07-12,4796,Twitter,Reel,Technology,18012,39695,2800,217,142,7.96,Positive,2022,7,July,2022-07
138726,2023-04-30,1116,Instagram,Reel,Education,21136,60904,3478,2048,809,10.4,Neutral,2023,4,April,2023-04
138727,2023-12-18,1840,YouTube,Video,Technology,15705,26799,1575,226,762,9.56,Positive,2023,12,December,2023-12
138728,2022-04-10,2641,YouTube,Reel,Technology,16970,81740,8556,209,397,11.21,Positive,2022,4,April,2022-04
138729,2022-10-27,4717,Twitter,Reel,Education,5752,3799,261,12,44,8.34,Positive,2022,10,October,2022-10
138730,2022-10-03,5832,Twitter,Video,Fashion,14513,18991,1095,542,3,8.64,Positive,2022,10,October,2022-10
138731,2024-02-02,4614,YouTube,Reel,Food,1933,9702,693,727,167,16.36,Neutral,2024,2,February,2024-02
138732,2023-04-17,1523,Instagram,Reel,Technology,41908,100446,3182,3305,637,7.09,Neutral,2023,4,April,2023-04
138733,2022-12-01,4186,Facebook,Story,Entertainment,71287,112999,3533,263,584,3.88,Positive,2022,12,December,2022-12
138734,2022-06-16,2642,Twitter,Story,Food,32035,5353,93,20,30,2.67,Positive,2022,6,June,2022-06
138735,2022-04-04,4636,Facebook,Image,Food,25175,31440,1146,307,338,5.7,Neutral,2022,4,April,2022-04
138736,2022-04-05,5993,YouTube,Reel,Technology,35361,153689,6986,2255,915,6.61,Positive,2022,4,April,2022-04
138737,2022-04-04,5342,YouTube,Video,Technology,15226,83056,3865,1562,414,7.03,Positive,2022,4,April,2022-04
138738,2023-09-29,2901,Instagram,Reel,Entertainment,25363,128522,8400,2562,1248,9.5,Positive,2023,9,September,2023-09
138739,2022-09-05,1461,Instagram,Reel,Entertainment,20746,176825,8685,2763,5765,9.73,Positive,2022,9,September,2022-09
138740,2022-07-11,5225,YouTube,Video,Education,33111,201733,8219,748,1698,5.29,Positive,2022,7,July,2022-07
138741,2023-01-04,5366,Instagram,Video,Education,12543,8709,348,96,28,5.42,Neutral,2023,1,January,2023-01
138742,2022-11-06,2100,YouTube,Reel,Fashion,13446,96463,7416,1289,631,9.68,Positive,2022,11,November,2022-11
138743,2023-03-07,1218,Instagram,Video,Travel,89910,987228,31220,15269,8318,5.55,Positive,2023,3,March,2023-03
138744,2024-06-06,5334,YouTube,Reel,Fashion,13745,22437,690,842,126,7.39,Positive,2024,6,June,2024-06
138745,2022-10-06,3341,Instagram,Image,Entertainment,24689,4452,214,39,22,6.18,Neutral,2022,10,October,2022-10
138746,2023-09-21,4011,YouTube,Video,Travel,26277,107511,6557,114,682,6.84,Negative,2023,9,September,2023-09
138747,2023-11-19,1096,Facebook,Video,Travel,33520,118102,5069,1046,403,5.52,Positive,2023,11,November,2023-11
138748,2022-08-14,3834,YouTube,Story,Entertainment,21415,14720,354,46,165,3.84,Neutral,2022,8,August,2022-08
138749,2024-01-04,5955,Twitter,Story,Education,40521,20349,371,17,95,2.37,Positive,2024,1,January,2024-01
138750,2024-05-25,4615,Facebook,Video,Entertainment,19452,11328,558,72,11,5.66,Positive,2024,5,May,2024-05
138751,2023-10-26,5221,Twitter,Reel,Education,10373,84878,6879,431,647,9.37,Positive,2023,10,October,2023-10
138752,2022-10-24,2357,YouTube,Video,Education,15941,20749,713,71,27,3.91,Positive,2022,10,October,2022-10
138753,2022-06-30,3804,YouTube,Image,Travel,14061,78503,2841,871,1044,6.06,Neutral,2022,6,June,2022-06
138754,2024-01-30,3724,YouTube,Reel,Entertainment,20085,95326,5526,1677,84,7.64,Negative,2024,1,January,2024-01
138755,2023-11-04,3803,Instagram,Video,Entertainment,31553,24566,1309,41,35,5.64,Negative,2023,11,November,2023-11
138756,2023-01-03,2457,Twitter,Story,Education,46541,63280,1655,193,108,3.09,Neutral,2023,1,January,2023-01
138757,2022-11-03,2556,YouTube,Story,Travel,7266,21870,387,26,111,2.4,Negative,2022,11,November,2022-11
138758,2022-04-19,3835,Facebook,Reel,Travel,71069,159494,9964,2827,1036,8.67,Neutral,2022,4,April,2022-04
138759,2024-06-01,4054,Facebook,Story,Entertainment,10594,18344,924,117,17,5.77,Positive,2024,6,June,2024-06
138760,2022-08-01,4498,YouTube,Reel,Technology,5555,21107,892,67,251,5.73,Neutral,2022,8,August,2022-08
138761,2022-08-04,2926,YouTube,Reel,Technology,22058,70354,2504,216,792,4.99,Positive,2022,8,August,2022-08
138762,2024-05-19,5367,Twitter,Video,Education,15116,38874,2093,127,229,6.3,Negative,2024,5,May,2024-05
138763,2022-11-04,2382,Instagram,Story,Travel,11774,6848,132,37,32,2.94,Negative,2022,11,November,2022-11
138764,2023-10-04,1163,Facebook,Story,Fashion,8346,11744,344,160,111,5.24,Neutral,2023,10,October,2023-10
138765,2024-04-08,3183,Instagram,Image,Fashion,4890,3582,88,48,11,4.1,Negative,2024,4,April,2024-04
138766,2023-08-01,1743,Facebook,Reel,Technology,14914,11354,285,68,328,6.0,Positive,2023,8,August,2023-08
138767,2023-10-25,3325,YouTube,Image,Food,20225,99828,1805,273,1359,3.44,Positive,2023,10,October,2023-10
138768,2022-02-17,5942,Instagram,Video,Entertainment,18859,32752,706,62,147,2.79,Negative,2022,2,February,2022-02
138769,2022-12-14,4737,YouTube,Reel,Technology,18643,63710,1676,730,426,4.45,Neutral,2022,12,December,2022-12
138770,2022-10-31,4396,Instagram,Story,Technology,11331,59441,958,542,40,2.59,Neutral,2022,10,October,2022-10
138771,2023-04-29,1548,Facebook,Image,Technology,32828,11347,248,184,22,4.0,Positive,2023,4,April,2023-04
138772,2022-10-29,5741,Instagram,Story,Entertainment,11920,14520,837,118,347,8.97,Negative,2022,10,October,2022-10
138773,2024-05-19,4156,Facebook,Image,Fashion,36288,65272,2292,301,533,4.79,Positive,2024,5,May,2024-05
138774,2022-07-16,1807,Instagram,Video,Travel,17623,77517,3311,259,807,5.65,Neutral,2022,7,July,2022-07
138775,2023-01-07,2017,Facebook,Image,Education,21744,81244,2611,387,186,3.92,Positive,2023,1,January,2023-01
138776,2024-04-11,3461,Instagram,Story,Food,5490,5254,116,13,3,2.51,Negative,2024,4,April,2024-04
138777,2022-01-02,3304,Instagram,Story,Education,11483,12225,432,62,37,4.34,Positive,2022,1,January,2022-01
138778,2022-10-27,4892,Instagram,Reel,Fashion,14529,6170,305,36,10,5.69,Positive,2022,10,October,2022-10
138779,2024-04-27,1898,YouTube,Image,Entertainment,7093,31670,1410,191,42,5.19,Positive,2024,4,April,2024-04
138780,2022-11-21,1569,Instagram,Image,Food,59362,67344,3150,86,526,5.59,Positive,2022,11,November,2022-11
138781,2024-05-01,5909,Facebook,Image,Entertainment,108134,69493,2223,412,347,4.29,Neutral,2024,5,May,2024-05
138782,2022-01-30,3877,Instagram,Image,Travel,12417,8764,214,21,46,3.21,Neutral,2022,1,January,2022-01
138783,2023-03-23,4821,Instagram,Video,Technology,30039,194793,9063,2172,1235,6.4,Positive,2023,3,March,2023-03
138784,2022-05-27,5775,Twitter,Reel,Food,26092,126931,10326,3922,1575,12.47,Neutral,2022,5,May,2022-05
138785,2023-04-15,1460,YouTube,Video,Travel,52804,30629,1331,374,351,6.71,Negative,2023,4,April,2023-04
138786,2023-03-23,5518,Instagram,Reel,Education,32678,81152,1865,519,484,3.53,Positive,2023,3,March,2023-03
138787,2022-06-12,1826,Instagram,Image,Education,39970,138864,7628,775,318,6.28,Positive,2022,6,June,2022-06
138788,2022-09-30,4740,Instagram,Video,Travel,8781,48057,1226,584,1273,6.42,Neutral,2022,9,September,2022-09
138789,2022-09-21,1175,Instagram,Image,Education,46908,56288,1256,33,61,2.4,Positive,2022,9,September,2022-09
138790,2022-01-24,4122,YouTube,Video,Education,3642,11186,1007,147,63,10.88,Positive,2022,1,January,2022-01
138791,2023-07-06,4682,Instagram,Video,Education,24782,80818,7231,927,748,11.02,Neutral,2023,7,July,2023-07
138792,2022-06-10,2914,Facebook,Reel,Travel,26961,83831,4596,2626,1184,10.03,Neutral,2022,6,June,2022-06
138793,2022-08-22,1880,Facebook,Video,Entertainment,35700,148002,2510,372,1160,2.73,Positive,2022,8,August,2022-08
138794,2022-02-01,4584,Instagram,Image,Food,5422,37497,836,311,37,3.16,Positive,2022,2,February,2022-02
138795,2023-03-28,2705,YouTube,Video,Technology,15382,134339,4750,2156,675,5.64,Neutral,2023,3,March,2023-03
138796,2024-02-29,5494,Facebook,Image,Travel,65889,78223,1256,96,98,1.85,Neutral,2024,2,February,2024-02
138797,2024-03-27,1793,Facebook,Video,Entertainment,27357,134916,7289,742,1397,6.99,Positive,2024,3,March,2024-03
138798,2024-03-16,4974,Facebook,Image,Education,2541,836,10,5,5,2.39,Negative,2024,3,March,2024-03
138799,2022-03-20,2233,Instagram,Video,Travel,16429,18844,1195,345,174,9.1,Positive,2022,3,March,2022-03
138800,2022-02-02,2246,Instagram,Image,Education,16751,95063,3644,1102,739,5.77,Neutral,2022,2,February,2022-02
138801,2024-02-16,4210,Twitter,Video,Technology,12697,14946,350,50,54,3.04,Neutral,2024,2,February,2024-02
138802,2022-08-21,3672,Instagram,Reel,Fashion,5582,7250,424,117,8,7.57,Positive,2022,8,August,2022-08
138803,2023-11-07,4710,Instagram,Reel,Education,13574,62950,7090,1298,36,13.38,Positive,2023,11,November,2023-11
138804,2022-01-08,2239,Facebook,Image,Travel,28757,42324,1198,464,285,4.6,Neutral,2022,1,January,2022-01
138805,2023-06-20,4569,Instagram,Video,Technology,13779,39096,977,209,489,4.28,Negative,2023,6,June,2023-06
138806,2023-04-05,2658,Twitter,Reel,Technology,15107,28272,1725,519,67,8.17,Positive,2023,4,April,2023-04
138807,2022-03-07,2546,YouTube,Reel,Food,10190,32763,1103,574,60,5.3,Positive,2022,3,March,2022-03
138808,2022-12-24,5749,Facebook,Image,Fashion,17347,8388,154,11,171,4.01,Neutral,2022,12,December,2022-12
138809,2022-06-04,4230,Instagram,Reel,Education,12261,144066,8342,5009,653,9.72,Positive,2022,6,June,2022-06
138810,2023-02-12,1735,Facebook,Reel,Entertainment,23994,74692,5852,1256,87,9.63,Negative,2023,2,February,2023-02
138811,2023-04-02,3110,Facebook,Video,Technology,3193,9212,438,92,58,6.38,Neutral,2023,4,April,2023-04
138812,2022-05-05,1261,Instagram,Reel,Food,10392,26412,1013,113,347,5.58,Neutral,2022,5,May,2022-05
138813,2023-06-10,4070,Instagram,Image,Food,13176,42773,1506,516,256,5.33,Negative,2023,6,June,2023-06
138814,2022-03-20,4172,Instagram,Video,Travel,8366,34092,1120,228,503,5.43,Neutral,2022,3,March,2022-03
138815,2023-11-24,2545,Facebook,Video,Education,34576,16544,784,179,161,6.79,Neutral,2023,11,November,2023-11
138816,2024-02-01,5710,Instagram,Reel,Education,13506,42229,2012,333,78,5.74,Positive,2024,2,February,2024-02
138817,2024-04-16,1532,Twitter,Image,Education,15839,31572,1342,182,77,5.07,Positive,2024,4,April,2024-04
138818,2023-07-16,1591,Twitter,Video,Fashion,13930,58759,1475,1114,452,5.18,Positive,2023,7,July,2023-07
138819,2023-01-07,4253,Twitter,Image,Technology,83667,176605,8038,1870,1505,6.46,Negative,2023,1,January,2023-01
138820,2022-07-15,5300,Twitter,Video,Education,41915,149627,6761,1640,919,6.23,Negative,2022,7,July,2022-07
138821,2023-06-20,2545,Instagram,Video,Entertainment,11683,61792,2718,414,501,5.88,Neutral,2023,6,June,2023-06
138822,2023-04-11,4023,Instagram,Reel,Education,11642,15708,822,98,35,6.08,Neutral,2023,4,April,2023-04
138823,2024-05-05,4735,Instagram,Reel,Travel,17705,104807,5140,569,1039,6.44,Neutral,2024,5,May,2024-05
138824,2022-12-14,1878,YouTube,Reel,Travel,30114,39073,2879,445,156,8.91,Neutral,2022,12,December,2022-12
138825,2023-04-06,5022,Instagram,Video,Education,7881,29180,1043,71,38,3.95,Positive,2023,4,April,2023-04
138826,2023-11-25,1193,Instagram,Image,Food,6918,28386,361,253,76,2.43,Neutral,2023,11,November,2023-11
138827,2022-03-02,1554,YouTube,Image,Technology,25446,54449,2440,340,202,5.48,Positive,2022,3,March,2022-03
138828,2023-08-09,2150,Facebook,Image,Fashion,12787,30044,2170,281,58,8.35,Positive,2023,8,August,2023-08
138829,2022-12-12,3971,YouTube,Image,Travel,20775,108681,1950,931,548,3.16,Neutral,2022,12,December,2022-12
138830,2024-06-17,4704,Facebook,Reel,Education,11200,60300,1459,914,67,4.05,Positive,2024,6,June,2024-06
138831,2022-11-27,1218,Instagram,Image,Food,30119,114749,4346,855,139,4.65,Negative,2022,11,November,2022-11
138832,2022-04-12,2549,YouTube,Story,Education,6489,10205,213,39,8,2.55,Neutral,2022,4,April,2022-04
138833,2022-12-02,2031,Twitter,Video,Fashion,28156,20088,867,295,15,5.86,Positive,2022,12,December,2022-12
138834,2024-02-06,1299,Instagram,Image,Food,13020,39100,1453,209,250,4.89,Negative,2024,2,February,2024-02
138835,2022-04-04,1538,Facebook,Video,Fashion,29728,62496,1820,222,204,3.59,Negative,2022,4,April,2022-04
138836,2023-04-12,1768,YouTube,Image,Entertainment,34786,18248,999,350,487,10.06,Neutral,2023,4,April,2023-04
138837,2022-12-07,5134,Facebook,Video,Travel,24287,11272,403,159,130,6.14,Positive,2022,12,December,2022-12
138838,2022-07-30,1964,YouTube,Video,Technology,4537,19776,779,180,49,5.1,Neutral,2022,7,July,2022-07
138839,2024-05-07,4559,Twitter,Reel,Education,9376,23050,851,152,171,5.09,Positive,2024,5,May,2024-05
138840,2022-01-05,2919,Instagram,Video,Technology,20471,109301,7751,472,2012,9.36,Positive,2022,1,January,2022-01
138841,2022-10-04,1923,Twitter,Image,Entertainment,15212,18089,556,328,128,5.59,Positive,2022,10,October,2022-10
138842,2022-02-15,4930,Facebook,Reel,Food,19559,16150,1420,595,169,13.52,Positive,2022,2,February,2022-02
138843,2023-06-30,5835,Instagram,Video,Education,37386,232305,3960,3569,202,3.33,Positive,2023,6,June,2023-06
138844,2024-01-22,2566,Instagram,Reel,Food,40282,140778,5242,1860,1943,6.43,Positive,2024,1,January,2024-01
138845,2022-03-22,4145,Instagram,Reel,Entertainment,16014,173296,5899,1002,1562,4.88,Positive,2022,3,March,2022-03
138846,2022-11-11,4966,YouTube,Image,Technology,44043,22928,1328,747,50,9.27,Positive,2022,11,November,2022-11
138847,2022-09-28,1910,Instagram,Reel,Entertainment,74417,251107,15143,2033,2787,7.95,Positive,2022,9,September,2022-09
138848,2024-03-24,5029,Twitter,Video,Entertainment,79792,35367,1961,452,170,7.3,Neutral,2024,3,March,2024-03
138849,2024-01-27,1628,Twitter,Story,Entertainment,23945,23087,372,21,87,2.08,Positive,2024,1,January,2024-01
138850,2023-08-09,5055,Instagram,Video,Education,22726,70466,1754,370,361,3.53,Positive,2023,8,August,2023-08
138851,2022-04-06,3247,Twitter,Reel,Entertainment,15604,16951,750,302,58,6.55,Positive,2022,4,April,2022-04
138852,2023-06-06,4368,YouTube,Reel,Fashion,6276,69863,5606,300,490,9.16,Positive,2023,6,June,2023-06
138853,2023-05-21,2244,Instagram,Image,Technology,24760,31305,1703,629,658,9.55,Positive,2023,5,May,2023-05
138854,2023-11-26,5981,Twitter,Image,Travel,12001,21801,950,150,139,5.68,Negative,2023,11,November,2023-11
138855,2022-01-19,4082,Instagram,Reel,Education,34494,40337,3191,56,66,8.21,Negative,2022,1,January,2022-01
138856,2023-01-18,1143,Instagram,Reel,Fashion,13656,27188,1259,95,558,7.03,Neutral,2023,1,January,2023-01
138857,2023-05-25,4992,YouTube,Reel,Travel,23224,46142,1581,116,200,4.11,Neutral,2023,5,May,2023-05
138858,2023-10-26,3827,Twitter,Story,Travel,29806,40867,910,307,66,3.14,Neutral,2023,10,October,2023-10
138859,2022-01-11,4164,Instagram,Story,Technology,15801,9429,343,95,5,4.7,Neutral,2022,1,January,2022-01
138860,2022-08-16,3546,Instagram,Image,Fashion,6861,8366,216,20,39,3.29,Neutral,2022,8,August,2022-08
138861,2023-01-23,4351,Instagram,Reel,Fashion,17959,65613,2428,879,190,5.33,Neutral,2023,1,January,2023-01
